verb,,active,passive,verb,bad,exclude,match
leave,2683,The workers left the building.,The building was left by the workers.,leave,,,True
leave,815,The artist left a message.,A message was left by the artist.,leave,,,True
lick,2562,The toddler licked the cupcake.,The cupcake was licked by the toddler.,lick,,,True
lick,2557,The cat licked the milk.,The milk was licked by the cat.,lick,,,True
lick,2556,The child licked the spoon.,The spoon was licked by the child.,lick,,,True
lick,2561,The baker licked the frosting.,The frosting was licked by the baker.,lick,,,True
lick,2555,The dog licked the ice cream.,The ice cream was licked by the dog.,lick,,,True
lift,2254,The student lifted the backpack.  ,The backpack was lifted by the student.,lift,,,True
lift,2248,The worker lifted the crate.  ,The crate was lifted by the worker.,lift,,,True
lift,2252,The musician lifted the guitar.  ,The guitar was lifted by the musician.,lift,,,True
lift,2253,The knight lifted the sword.  ,The sword was lifted by the knight.,lift,,,True
lift,2247,The athlete lifted the trophy.  ,The trophy was lifted by the athlete.,lift,,,True
like,3824,The friends liked the movie.,The movie was liked by the friends.,like,,,True
like,3818,The dog liked the bone.,The bone was liked by the dog.,like,,,True
like,3822,The audience liked the music.,The music was liked by the audience.,like,,,True
like,3823,The student liked the book.,The book was liked by the student.,like,,,True
like,3817,The teacher liked the project.,The project was liked by the teacher.,like,,,True
line,4153,The tailor lined the coat.,The coat was lined by the tailor.,line,,,True
line,4147,The gardener lined the path.,The path was lined by the gardener.,line,,,True
line,4151,The children lined the blocks.,The blocks were lined by the children.,line,,,True
line,4152,The architect lined the drawings.,The drawings were lined by the architect.,line,,,True
line,4146,The teacher lined the paper.,The paper was lined by the teacher.,line,,,True
loathe,3964,The child loathed the dentist visit.  ,The dentist visit was loathed by the child.,loathe,,,True
loathe,3960,The audience loathed the performance.  ,The performance was loathed by the audience.,loathe,,,True
loathe,3959,Many students loathed the homework.  ,The homework was loathed by many students.,loathe,,,True
loathe,3958,The critic loathed the film.  ,The film was loathed by the critic.,loathe,,,True
loathe,3962,The artist loathed the feedback.  ,The feedback was loathed by the artist.,loathe,,,True
lock,1689,The artist locked the studio.,The studio was locked by the artist.,lock,,,True
lock,1684,The gardener locked the shed.,The shed was locked by the gardener.,lock,,,True
lock,1683,The manager locked the office.,The office was locked by the manager.,lock,,,True
lock,1681,The woman locked the door.,The door was locked by the woman.,lock,,,True
lock,1686,The child locked the toy box.,The toy box was locked by the child.,lock,,,True
love,3832,The audience loved the speech.,The speech was loved by the audience.,love,,,True
love,3826,The artist loved the painting.,The painting was loved by the artist.,love,,,True
love,3830,The crowd loved the performance.,The performance was loved by the crowd.,love,,,True
love,3831,The friends loved the adventure.,The adventure was loved by the friends.,love,,,True
love,3825,The dog loved the blanket.,The blanket was loved by the dog.,love,,,True
lower,2263,The captain lowered the sails.,The sails were lowered by the captain.,lower,,,True
lower,2257,The coach lowered the expectations.,The expectations were lowered by the coach.,lower,,,True
lower,2261,The manager lowered the prices.,The prices were lowered by the manager.,lower,,,True
lower,2262,The parent lowered the volume.,The volume was lowered by the parent.,lower,,,True
lower,2256,The teacher lowered the flag.,The flag was lowered by the teacher.,lower,,,True
make,449,The friend made a suggestion.,A suggestion was made by the friend.,make,,,True
make,444,The engineer made a plan.,A plan was made by the engineer.,make,,,True
make,443,The artist made a painting.,A painting was made by the artist.,make,,,True
make,448,The musician made a song.,A song was made by the musician.,make,,,True
make,442,The chef made a cake.,A cake was made by the chef.,make,,,True
marry,871,The farmer married his childhood friend.,His childhood friend was married by the farmer.,marry,,,True
marry,866,The soldier married his sweetheart.,His sweetheart was married by the soldier.,marry,,,True
marry,865,The writer married his muse.,His muse was married by the writer.,marry,,,True
marry,870,The athlete married a fellow competitor.,A fellow competitor was married by the athlete.,marry,,,True
marry,864,The actress married a director.,A director was married by the actress.,marry,,,True
mash,1657,The restaurant mashed the sweet potatoes.  ,The sweet potatoes were mashed by the restaurant.,mash,,,True
mash,1651,The cook mashed the carrots.  ,The carrots were mashed by the cook.,mash,,,True
mash,1650,The child mashed the bananas.  ,The bananas were mashed by the child.,mash,,,True
mash,1656,The toddler mashed the avocado.  ,The avocado was mashed by the toddler.,mash,,,True
mash,1649,The chef mashed the potatoes.  ,The potatoes were mashed by the chef.,mash,,,True
measure,4206,The artist measured the canvas.,The canvas was measured by the artist.,measure,,,True
measure,4200,The teacher measured the distance.,The distance was measured by the teacher.,measure,,,True
measure,4204,The contractor measured the area.,The area was measured by the contractor.,measure,,,True
measure,4205,The student measured the height.,The height was measured by the student.,measure,,,True
measure,4199,The scientist measured the temperature.,The temperature was measured by the scientist.,measure,,,True
meet,2943,The children met the author.,The author was met by the children.,meet,,,True
meet,2938,John met the new employee.,The new employee was met by John.,meet,,,True
meet,2937,The committee met the mayor.,The mayor was met by the committee.,meet,,,True
meet,2936,The team met the coach.,The coach was met by the team.,meet,,,True
meet,2940,The researchers met the scientist.,The scientist was met by the researchers.,meet,,,True
melt,1815,The oven melted the cheese.  ,The cheese was melted by the oven.,melt,,,True
melt,1809,The flames melted the wax.  ,The wax was melted by the flames.,melt,,,True
melt,1813,The temperature melted the glass.  ,The glass was melted by the temperature.,melt,,,True
melt,1814,The steam melted the sugar.  ,The sugar was melted by the steam.,melt,,,True
melt,1808,The heat melted the chocolate.  ,The chocolate was melted by the heat.,melt,,,True
memorize,1599,The scholar memorized the dates.,The dates were memorized by the scholar.,memorize,,,True
memorize,1594,The child memorized the multiplication table.,The multiplication table was memorized by the child.,memorize,,,True
memorize,1593,The artist memorized the song.,The song was memorized by the artist.,memorize,,,True
memorize,1598,The musician memorized the notes.,The notes were memorized by the musician.,memorize,,,True
memorize,1592,The student memorized the poem.,The poem was memorized by the student.,memorize,,,True
mention,1901,The article mentioned the statistics.,The statistics were mentioned by the article.,mention,,,True
mention,1895,The conference mentioned the new policy.,The new policy was mentioned by the conference.,mention,,,True
mention,1899,The friend mentioned the movie.,The movie was mentioned by the friend.,mention,,,True
mention,1900,The doctor mentioned the symptoms.,The symptoms were mentioned by the doctor.,mention,,,True
mention,1894,The journalist mentioned the incident.,The incident was mentioned by the journalist.,mention,,,True
miss,3840,The audience missed the message.  ,The message was missed by the audience.,miss,,,True
miss,3835,The child missed the train.  ,The train was missed by the child.,miss,,,True
miss,3834,The team missed the goal.  ,The goal was missed by the team.,miss,,,True
miss,3839,The runner missed the mark.  ,The mark was missed by the runner.,miss,,,True
miss,3833,The student missed the bus.  ,The bus was missed by the student.,miss,,,True
mock,2837,The team mocked the opposing players.  ,The opposing players were mocked by the team.,mock,,,True
mock,2831,A friend mocked the movie.  ,The movie was mocked by a friend.,mock,,,True
mock,2835,The dog mocked the cat.  ,The cat was mocked by the dog.,mock,,,True
mock,2836,The critics mocked the play.  ,The play was mocked by the critics.,mock,,,True
mock,2830,The comedian mocked the politician.  ,The politician was mocked by the comedian.,mock,,,True
move,2372,The cat moved the paper.,The paper was moved by the cat.,move,,,True
move,2366,The child moved the toy. ,The toy was moved by the child.,move,,,True
move,2370,The officials moved the barriers.,The barriers were moved by the officials.,move,,,True
move,2371,The students moved the desks.,The desks were moved by the students.,move,,,True
move,2365,The team moved the furniture.,The furniture was moved by the team.,move,,,True
mumble,1875,The waiter mumbled the specials.,The specials were mumbled by the waiter.,mumble,,,True
mumble,561,The speaker mumbled a response.,A response was mumbled by the speaker.,mumble,,,True
mumble,1873,The student mumbled the answer.,The answer was mumbled by the student.,mumble,,,True
mumble,1874,The actor mumbled the lines.,The lines were mumbled by the actor.,mumble,,,True
mumble,560,The child mumbled a song.,A song was mumbled by the child.,mumble,,,True
murder,894,The villain murdered an innocent victim.  ,An innocent victim was murdered by the villain.,murder,,,True
mutter,1876,The mechanic muttered a warning.  ,A warning was muttered by the mechanic.,mutter,,,True
mutter,567,The crowd muttered a response.  ,A response was muttered by the crowd.,mutter,,,True
mutter,571,The librarian muttered a quote.  ,A quote was muttered by the librarian.,mutter,,,True
mutter,572,The artist muttered a phrase.  ,A phrase was muttered by the artist.,mutter,,,True
mutter,566,The student muttered an answer.  ,An answer was muttered by the student.,mutter,,,True
need,4002,The child needed a nap.  ,A nap was needed by the child.,need,,,True
need,1021,The teacher needed assistance.  ,Assistance was needed by the teacher.,need,,,True
need,1025,The patient needed medicine.  ,Medicine was needed by the patient.,need,,,True
need,4001,The team needed more time.  ,More time was needed by the team.,need,,,True
need,1020,The cat needed food.  ,Food was needed by the cat.,need,,,True
nibble,1931,The deer nibbled on the flowers.  ,The flowers were nibbled on by the deer.,nibble,,,True
nibble,641,The squirrel nibbled an acorn.  ,An acorn was nibbled by the squirrel.,nibble,,,True
nibble,1929,The horse nibbled the grass.  ,The grass was nibbled by the horse.,nibble,,,True
nibble,1930,A toddler nibbled the sandwich.  ,The sandwich was nibbled by a toddler.,nibble,,,True
nibble,640,A child nibbled a cookie.  ,A cookie was nibbled by a child.,nibble,,,True
notice,3666,The scientist noticed the trend.  ,The trend was noticed by the scientist.,notice,,,True
notice,3660,The woman noticed the change.  ,The change was noticed by the woman.,notice,,,True
notice,3664,The child noticed the butterflies.  ,The butterflies were noticed by the child.,notice,,,True
notice,3665,The photographer noticed the lighting.  ,The lighting was noticed by the photographer.,notice,,,True
notice,3659,A student noticed the book.  ,The book was noticed by a student.,notice,,,True
nullify,4036,The board nullified the motion.  ,The motion was nullified by the board.,nullify,,,True
nullify,4030,The committee nullified the proposal.  ,The proposal was nullified by the committee.,nullify,,,True
nullify,4034,The administrator nullified the policy change.  ,The policy change was nullified by the administrator.,nullify,,,True
nullify,4035,The action nullified the consequences.  ,The consequences were nullified by the action.,nullify,,,True
nullify,4029,The law nullified the previous regulations.  ,The previous regulations were nullified by the law.,nullify,,,True
obscure,4082,The mist obscured the landscape.,The landscape was obscured by the mist.,obscure,,,True
obscure,4076,The fog obscured the path.,The path was obscured by the fog.,obscure,,,True
obscure,4080,The curtain obscured the stage.,The stage was obscured by the curtain.,obscure,,,True
obscure,4081,The shadows obscured the faces.,The faces were obscured by the shadows.,obscure,,,True
obscure,4075,The tall building obscured the view.,The view was obscured by the tall building.,obscure,,,True
observe,3724,The investigator observed the crime scene.,The crime scene was observed by the investigator.,observe,,,True
observe,3718,The photographer observed the sunset.,The sunset was observed by the photographer.,observe,,,True
observe,3722,The doctor observed the patient.,The patient was observed by the doctor.,observe,,,True
observe,3723,The audience observed the performance.,The performance was observed by the audience.,observe,,,True
observe,3717,The students observed the animals.,The animals were observed by the students.,observe,,,True
ooze,1282,The pipe oozed water.,Water was oozed by the pipe.,ooze,,,True
ooze,1277,The cake oozed chocolate.,Chocolate was oozed by the cake.,ooze,,,True
ooze,1276,The tree oozed sap.,Sap was oozed by the tree.,ooze,,,True
ooze,1281,The candle oozed wax.,Wax was oozed by the candle.,ooze,,,True
ooze,314,The wound oozed blood.,Blood was oozed by the wound.,ooze,,,True
overhear,3732,The teacher overheard the secret.  ,The secret was overheard by the teacher.,overhear,,,True
overhear,3728,The journalist overheard the plans.  ,The plans were overheard by the journalist.,overhear,,,True
overhear,3726,The student overheard the lecture.  ,The lecture was overheard by the student.,overhear,,,True
overhear,3725,The detective overheard the conversation.  ,The conversation was overheard by the detective.,overhear,,,True
overhear,3730,The parent overheard the discussion.  ,The discussion was overheard by the parent.,overhear,,,True
own,4018,The company owned the building.,The building was owned by the company.,own,,,True
own,1074,The couple owned a house.,A house was owned by the couple.,own,,,True
own,1078,The scientist owned a laboratory.,A laboratory was owned by the scientist.,own,,,True
own,1079,The musician owned a guitar.,A guitar was owned by the musician.,own,,,True
own,1073,The artist owned several paintings.,Several paintings were owned by the artist.,own,,,True
paint,1763,The workers painted the playground.,The playground was painted by the workers.,paint,,,True
paint,396,The group painted a banner.,A banner was painted by the group.,paint,,,True
paint,1761,The painter painted the scene.,The scene was painted by the painter.,paint,,,True
paint,1762,The mother painted the room.,The room was painted by the mother.,paint,,,True
paint,395,The woman painted a portrait.,A portrait was painted by the woman.,paint,,,True
pat,2571,The actor patted the horse.,The horse was patted by the actor.,pat,,,True
pat,2565,The owner patted the cat.,The cat was patted by the owner.,pat,,,True
pat,2564,The teacher patted the student.,The student was patted by the teacher.,pat,,,True
pat,2570,The nurse patted the patient.,The patient was patted by the nurse.,pat,,,True
pat,2563,The child patted the dog.,The dog was patted by the child.,pat,,,True
perform,517,The orchestra performed a symphony.,A symphony was performed by the orchestra.,perform,,,True
perform,511,The magician performed a trick.,A trick was performed by the magician.,perform,,,True
perform,515,The choir performed a concert.,A concert was performed by the choir.,perform,,,True
perform,516,The comedian performed a set.,A set was performed by the comedian.,perform,,,True
perform,510,The band performed a new song.,A new song was performed by the band.,perform,,,True
photograph,2631,The teacher photographed the classroom.,The classroom was photographed by the teacher.,photograph,,,True
photograph,2625,The photographer photographed the landscape.,The landscape was photographed by the photographer.,photograph,,,True
photograph,2629,The scientist photographed the specimen.,The specimen was photographed by the scientist.,photograph,,,True
photograph,2630,The tourist photographed the monument.,The monument was photographed by the tourist.,photograph,,,True
photograph,805,A couple photographed their wedding.,Their wedding was photographed by a couple.,photograph,,,True
pinch,2523,The chef pinched the salt.  ,The salt was pinched by the chef.,pinch,,,True
pinch,2517,The child pinched the balloon.  ,The balloon was pinched by the child.,pinch,,,True
pinch,2521,The toddler pinched the toy.  ,The toy was pinched by the toddler.,pinch,,,True
pinch,2522,The artist pinched the model.  ,The model was pinched by the artist.,pinch,,,True
pinch,796,The thief pinched a wallet.  ,A wallet was pinched by the thief.,pinch,,,True
play,1837,The coach played the best players.,The best players were played by the coach.,play,,,True
play,520,The team played a match.,A match was played by the team.,play,,,True
play,524,The artist played a melody.,A melody was played by the artist.,play,,,True
play,525,The friends played cards.,Cards were played by the friends.,play,,,True
play,519,The musician played a song.,A song was played by the musician.,play,,,True
please,3479,The speech pleased the attendees.  ,The attendees were pleased by the speech.,please,,,True
please,3473,The dessert pleased the guests.  ,The guests were pleased by the dessert.,please,,,True
please,3477,The performance pleased the spectators.  ,The spectators were pleased by the performance.,please,,,True
please,3478,The painting pleased the curator.  ,The curator was pleased by the painting.,please,,,True
please,3472,The music pleased the audience.  ,The audience was pleased by the music.,please,,,True
pocket,1469,The gardener pocketed the seeds.,The seeds were pocketed by the gardener.,pocket,,,True
pocket,1463,The thief pocketed the wallet.,The wallet was pocketed by the thief.,pocket,,,True
pocket,1467,The teacher pocketed the exam papers.,The exam papers were pocketed by the teacher.,pocket,,,True
pocket,1468,The poker player pocketed the chips.,The chips were pocketed by the poker player.,pocket,,,True
pocket,337,The student pocketed a pen.,A pen was pocketed by the student.,pocket,,,True
poke,2546,The doctor poked the arm.,The arm was poked by the doctor.,poke,,,True
poke,2540,The stick poked the ground.,The ground was poked by the stick.,poke,,,True
poke,2544,The fork poked the food.,The food was poked by the fork.,poke,,,True
poke,2545,A friend poked the screen.,The screen was poked by a friend.,poke,,,True
poke,2539,A child poked the balloon.,The balloon was poked by a child.,poke,,,True
polish,1462,The chef polished the knife.,The knife was polished by the chef.,polish,,,True
polish,1456,The homeowner polished the silverware.,The silverware was polished by the homeowner.,polish,,,True
polish,1460,The jeweler polished the ring.,The ring was polished by the jeweler.,polish,,,True
polish,1461,The player polished the trophy.,The trophy was polished by the player.,polish,,,True
polish,1455,The student polished the shoes.,The shoes were polished by the student.,polish,,,True
pop,2169,The chef popped the corn.  ,The corn was popped by the chef.,pop,,,True
pop,2170,The child popped the bubble.  ,The bubble was popped by the child.,pop,,,True
pop,2171,The musician popped the string.  ,The string was popped by the musician.,pop,,,True
pop,2173,The photographer popped the flash.  ,The flash was popped by the photographer.,pop,,,True
position,1363,The magician positioned the props on the stage.,The props were positioned on the stage by the magician.,position,,,True
position,1357,The technician positioned the satellite accurately.,The satellite was accurately positioned by the technician.,position,,,True
position,1361,The engineer positioned the equipment for testing.,The equipment was positioned for testing by the engineer.,position,,,True
position,1362,The manager positioned the team for success.,The team was positioned for success by the manager.,position,,,True
position,1356,The teacher positioned the desks in rows.,The desks were positioned in rows by the teacher.,position,,,True
possess,4020,The library possessed many books.  ,The library was possessed by many books.,possess,,,True
possess,1081,The company possessed valuable resources.  ,Valuable resources were possessed by the company.,possess,,,True
possess,1085,The museum possessed ancient artifacts.  ,Ancient artifacts were possessed by the museum.,possess,,,True
possess,4019,The family possessed a beautiful home.  ,A beautiful home was possessed by the family.,possess,,,True
possess,1080,The artist possessed great talent.  ,Great talent was possessed by the artist.,possess,,,True
post,340,The manager posted a notice.,A notice was posted by the manager.,post,,,True
post,339,The company posted an update.,An update was posted by the company.,post,,,True
post,342,The artist posted a video.,A video was posted by the artist.,post,,,True
post,338,A student posted an assignment.,An assignment was posted by a student.,post,,,True
post,341,The group posted a comment.,A comment was posted by the group.,post,,,True
pot,1478,The vendor potted the plants.,The plants were potted by the vendor.,pot,,,True
pot,1472,The gardener potted the flowers.,The flowers were potted by the gardener.,pot,,,True
pot,1471,An artist potted the clay.,The clay was potted by an artist.,pot,,,True
pot,1477,The scientist potted the sample.,The sample was potted by the scientist.,pot,,,True
pot,1470,The chef potted the basil.,The basil was potted by the chef.,pot,,,True
pour,1404,The artist poured the paint.  ,The paint was poured by the artist.,pour,,,True
pour,1398,The chef poured the sauce.  ,The sauce was poured by the chef.,pour,,,True
pour,1402,The teacher poured the sand.  ,The sand was poured by the teacher.,pour,,,True
pour,1403,The mechanic poured the oil.  ,The oil was poured by the mechanic.,pour,,,True
pour,1397,A child poured the juice.  ,The juice was poured by a child.,pour,,,True
praise,2801,The manager praised the employee.  ,The employee was praised by the manager.,praise,,,True
praise,2795,The mother praised the child.  ,The child was praised by the mother.,praise,,,True
praise,2799,The mentor praised the apprentice.  ,The apprentice was praised by the mentor.,praise,,,True
praise,2800,The author praised the editor.  ,The editor was praised by the author.,praise,,,True
praise,2794,The coach praised the team.  ,The team was praised by the coach.,praise,,,True
predict,4089,The expert predicted the results.,The results were predicted by the expert.,predict,,,True
predict,1120,The report predicted economic growth.,Economic growth was predicted by the report.,predict,,,True
predict,4087,The scientist predicted the outcome.,The outcome was predicted by the scientist.,predict,HERE,,True
predict,4088,The teacher predicted the weather.,The weather was predicted by the teacher.,predict,,,True
predict,1119,The fortune teller predicted a change.,A change was predicted by the fortune teller.,predict,,,True
proclaim,4086,The director proclaimed the start of the show.,The start of the show was proclaimed by the director.,proclaim,,,True
proclaim,1115,The mayor proclaimed a holiday.,A holiday was proclaimed by the mayor.,proclaim,,,True
proclaim,4084,The president proclaimed the end of the war.,The end of the war was proclaimed by the president.,proclaim,,,True
proclaim,4085,The judge proclaimed the sentence.,The sentence was proclaimed by the judge.,proclaim,,,True
proclaim,1114,The committee proclaimed a winner.,A winner was proclaimed by the committee.,proclaim,,,True
propose,1902,The teacher proposed a solution.  ,A solution was proposed by the teacher.,propose,,,True
propose,615,The scientist proposed a theory.  ,A theory was proposed by the scientist.,propose,,,True
propose,619,The artist proposed a collaboration.  ,A collaboration was proposed by the artist.,propose,,,True
propose,620,The director proposed a project.  ,A project was proposed by the director.,propose,,,True
propose,614,The committee proposed a new plan.  ,A new plan was proposed by the committee.,propose,,,True
prove,323,The data proved the findings valid.,The findings were proven valid by the data.,prove,,,True
prove,318,The scientist proved the theory.,The theory was proven by the scientist.,prove,,,True
prove,168,The witness proved the defendant’s innocence.,The defendant's innocence was proven by the witness.,prove,,,False
prove,322,The results proved the prediction.,The prediction was proven by the results.,prove,,,True
prove,166,The detective proved the suspect’s guilt.,The suspect's guilt was proven by the detective.,prove,,,False
provoke,932,The performance provoked applause.,Applause was provoked by the performance.,provoke,,,True
provoke,926,The movie provoked strong emotions.,Strong emotions were provoked by the movie.,provoke,,,True
provoke,930,The incident provoked outrage.,Outrage was provoked by the incident.,provoke,,,True
provoke,931,The speech provoked interest.,Interest was provoked by the speech.,provoke,,,True
provoke,925,The comments provoked an argument.,An argument was provoked by the comments.,provoke,,,True
puff,1285,The train puffed steam.,Steam was puffed by the train.,puff,,,True
puff,1284,A child puffed a balloon.,A balloon was puffed by a child.,puff,,,True
puff,1287,The furnace puffed hot air.,Hot air was puffed by the furnace.,puff,,,True
puff,1283,The dragon puffed smoke.,Smoke was puffed by the dragon.,puff,,,True
puff,1286,The magician puffed colorful powder.,Colorful powder was puffed by the magician.,puff,,,True
pull,2414,The soldier pulled the trigger.  ,The trigger was pulled by the soldier.,pull,,,True
pull,2408,The mechanic pulled the engine.  ,The engine was pulled by the mechanic.,pull,,,True
pull,2412,The artist pulled the canvas closer.  ,The canvas was pulled closer by the artist.,pull,,,True
pull,2413,The player pulled the card from the deck.  ,The card was pulled from the deck by the player.,pull,,,True
pull,2407,The farmer pulled the weeds.  ,The weeds were pulled by the farmer.,pull,,,True
punch,2531,The actor punched the stuntman.,The stuntman was punched by the actor.,punch,,,True
punch,2525,The student punched the pillow.,The pillow was punched by the student.,punch,,,True
punch,2529,The boy punched the wall.,The wall was punched by the boy.,punch,,,True
punch,2530,A player punched the referee.,The referee was punched by a player.,punch,,,True
punch,2524,The boxer punched the heavy bag.,The heavy bag was punched by the boxer.,punch,,,True
punish,2846,The school punished the offenders.  ,The offenders were punished by the school.,punish,,,True
punish,2840,The judge punished the criminal.  ,The criminal was punished by the judge.,punish,,,True
punish,2844,The officer punished the defendant.  ,The defendant was punished by the officer.,punish,,,True
punish,2845,The referee punished the athlete.  ,The athlete was punished by the referee.,punish,,,True
punish,2839,The coach punished the player.  ,The player was punished by the coach.,punish,,,True
pursue,3169,The student pursued knowledge.,Knowledge was pursued by the student.,pursue,,,True
pursue,908,The child pursued a butterfly.,A butterfly was pursued by the child.,pursue,,,True
pursue,907,The athlete pursued a personal record.,A personal record was pursued by the athlete.,pursue,,,True
pursue,3168,The detective pursued the suspect.,The suspect was pursued by the detective.,pursue,,,True
pursue,906,The dog pursued a ball.,A ball was pursued by the dog.,pursue,,,True
push,2423,The artist pushed the canvas.,The canvas was pushed by the artist.,push,,,True
push,2417,The athlete pushed the weights.,The weights were pushed by the athlete.,push,,,True
push,2421,The dog pushed the toy.,The toy was pushed by the dog.,push,,,True
push,2422,The wind pushed the leaves.,The leaves were pushed by the wind.,push,,,True
push,2416,A worker pushed the cart.,The cart was pushed by a worker.,push,,,True
puzzle,3485,The teacher puzzled the students with the question.,The students were puzzled by the teacher with the question.,puzzle,,,True
quarrel with,2893,The neighbors quarreled with the loud construction crew.,The loud construction crew was quarreled with by the neighbors.,quarrel with,,,True
quarrel with,2895,The students quarreled with the teacher about the rules.,The teacher was quarreled with by the students about the rules.,quarrel with,,,True
quarrel with,2896,The roommates quarreled with the landlord about the rent.,The landlord was quarreled with by the roommates about the rent.,quarrel with,,,True
quarrel with,2897,The children quarreled with the babysitter over bedtime.,The babysitter was quarreled with by the children over bedtime.,quarrel with,,,True
quote,1849,The lawyer quoted the legal statute.,The legal statute was quoted by the lawyer.,quote,,,True
quote,539,The professor quoted a historical figure.,A historical figure was quoted by the professor.,quote,,,True
quote,543,The director quoted a line from a movie.,A line from a movie was quoted by the director.,quote,,,True
quote,1848,The journalist quoted the latest study.,The latest study was quoted by the journalist.,quote,,,True
quote,538,The speaker quoted a well-known phrase.,A well-known phrase was quoted by the speaker.,quote,,,True
race,3148,The boat raced the yacht.  ,The yacht was raced by the boat.,race,,,True
race,3143,The dog raced the rabbit.  ,The rabbit was raced by the dog.,race,,,True
race,3142,The car raced the motorcycle.  ,The motorcycle was raced by the car.,race,,,True
race,905,The children raced their friends.  ,Their friends were raced by the children.,race,,,True
race,3145,The horse raced the other horses.  ,The other horses were raced by the horse.,race,,,True
radiate,1297,The city radiated excitement.,Excitement was radiated by the city.,radiate,,,True
radiate,1291,The fireplace radiated warmth.,Warmth was radiated by the fireplace.,radiate,,,True
radiate,1295,The bulbs radiated illumination.,Illumination was radiated by the bulbs.,radiate,,,True
radiate,1296,The flower radiated beauty.,Beauty was radiated by the flower.,radiate,,,True
radiate,1290,The lamp radiated bright light.,Bright light was radiated by the lamp.,radiate,,,True
raise,2264,The artist raised the painting.  ,The painting was raised by the artist.,raise,,,True
raise,724,The children raised their hands.  ,Their hands were raised by the children.,raise,,,True
raise,723,The teacher raised a question.  ,A question was raised by the teacher.,raise,,,True
raise,728,A chef raised his knife.  ,His knife was raised by a chef.,raise,,,True
raise,722,The gardener raised many flowers.  ,Many flowers were raised by the gardener.,raise,,,True
read,1854,John read the newspaper.,The newspaper was read by John.,read,,,True
read,546,The mother read a story.,A story was read by the mother.,read,,,True
read,1852,The student read the assignment.,The assignment was read by the student.,read,,,True
read,1853,The detective read the evidence.,The evidence was read by the detective.,read,,,True
read,545,The teacher read an article.,An article was read by the teacher.,read,,,True
reassure,3495,The partner reassured the client.,The client was reassured by the partner.,reassure,,,True
reassure,3489,The friend reassured the worried child.,The worried child was reassured by the friend.,reassure,,,True
reassure,3493,The leader reassured the crowd.,The crowd was reassured by the leader.,reassure,,,True
reassure,3494,The guide reassured the tourists.,The tourists were reassured by the guide.,reassure,,,True
reassure,3488,The teacher reassured the students.,The students were reassured by the teacher.,reassure,,,True
receive,1039,The charity received donations.,Donations were received by the charity.,receive,,,True
receive,1033,The team received an award.,An award was received by the team.,receive,,,True
receive,1037,The customer received a refund.,A refund was received by the customer.,receive,,,True
receive,1038,The library received new books.,New books were received by the library.,receive,,,True
receive,1032,The student received a diploma.,A diploma was received by the student.,receive,,,True
recite,1862,The contestant recited the speech.,The speech was recited by the contestant.,recite,,,True
recite,1856,The choir recited the song.,The song was recited by the choir.,recite,,,True
recite,1860,The narrator recited the story.,The story was recited by the narrator.,recite,,,True
recite,1861,The teacher recited the instructions.,The instructions were recited by the teacher.,recite,,,True
recite,1855,The actor recited the lines.,The lines were recited by the actor.,recite,,,True
recognize,3740,The researcher recognized the error.,The error was recognized by the researcher.,recognize,,,True
recognize,3734,The teacher recognized the student.,The student was recognized by the teacher.,recognize,,,True
recognize,3738,The book club recognized the novel.,The novel was recognized by the book club.,recognize,,,True
recognize,3739,The child recognized the character.,The character was recognized by the child.,recognize,,,True
recognize,965,The fans recognized their favorite musician.,Their favorite musician was recognized by the fans.,recognize,,,True
record,2638,The chef recorded the recipe.,The recipe was recorded by the chef.,record,,,True
record,2632,The technician recorded the concert.,The concert was recorded by the technician.,record,,,True
record,2636,The artist recorded the session.,The session was recorded by the artist.,record,,,True
record,2637,The team recorded the results.,The results were recorded by the team.,record,,,True
record,807,The musician recorded a track.,A track was recorded by the musician.,record,,,True
register,4218,The committee registered the decision.,The decision was registered by the committee.,register,,,True
register,1144,The driver registered a vehicle.,A vehicle was registered by the driver.,register,,,True
register,1143,The company registered its trademark.,Its trademark was registered by the company.,register,,,True
register,4217,The vendor registered the sale.,The sale was registered by the vendor.,register,,,True
register,1142,The organization registered a new member.,A new member was registered by the organization.,register,,,True
remember,3749,The historian remembered the event.,The event was remembered by the historian.,remember,,,True
remember,3743,The teacher remembered the names.,The names were remembered by the teacher.,remember,,,True
remember,3747,The chef remembered the recipe.,The recipe was remembered by the chef.,remember,,,True
remember,3748,The parent remembered the date.,The date was remembered by the parent.,remember,,,True
remember,3742,The student remembered the lesson.,The lesson was remembered by the student.,remember,,,True
remove,2329,The owner removed the broken sign.,The broken sign was removed by the owner.,remove,,,True
remove,2323,The committee removed the outdated policy.,The outdated policy was removed by the committee.,remove,,,True
remove,2327,The artist removed the excess paint.,The excess paint was removed by the artist.,remove,,,True
remove,2328,The staff removed the clutter.,The clutter was removed by the staff.,remove,,,True
remove,2322,The gardener removed the weeds.,The weeds were removed by the gardener.,remove,,,True
repeat,1911,The friend repeated the joke.,The joke was repeated by the friend.,repeat,,,True
repeat,1905,The performer repeated the song.,The song was repeated by the performer.,repeat,,,True
repeat,1909,The coach repeated the strategy.,The strategy was repeated by the coach.,repeat,,,True
repeat,1910,The scientist repeated the experiment.,The experiment was repeated by the scientist.,repeat,,,True
repeat,1904,The student repeated the instructions.,The instructions were repeated by the student.,repeat,,,True
