Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
remove,V171,1b,(a) Agent-Patient,Marge was removed by Homer,Homer removed Marge,-21.742626190185547,-24.715423583984375,2.972797393798828
repeat,V106,1b,(a) Agent-Patient,The claim was repeated by Homer,Homer repeated the claim,-20.50246810913086,-28.994216918945312,8.491748809814453
report,V107,1a,(a) Agent-Patient,The event was reported by Homer,Homer reported the event,-19.28630256652832,-27.014135360717773,7.727832794189453
repulse,V331,1a,(b) Theme-Experiencer,Marge was repulsed by Homer,Homer repulsed Marge,-23.16590118408203,-27.953481674194336,4.787580490112305
rescue,V155,1b,(a) Agent-Patient,Marge was rescued by Homer,Homer rescued Marge,-21.977596282958984,-26.06603240966797,4.088436126708984
resent,V393,1b,(c) Experiencer-Theme,Marge was resented by Homer,Homer resented Marge,-22.550140380859375,-28.99399185180664,6.443851470947266
respect,V377,1b,(c) Experiencer-Theme,Marge was respected by Homer,Homer respected Marge,-21.852813720703125,-26.13387680053711,4.281063079833984
reveal,V421,1a,(d) Other Passivizable,The decision was revealed by Homer,Homer revealed the decision,-19.57876968383789,-27.608999252319336,8.030229568481445
reward,V231,1b,(a) Agent-Patient,Marge was rewarded by Homer,Homer rewarded Marge,-22.450843811035156,-26.836885452270508,4.386041641235352
rinse,V022,1b,(a) Agent-Patient,The vase was rinsed by Homer,Homer rinsed the vase,-24.058151245117188,-35.35493850708008,11.29678726196289
rip,V128,1b,(a) Agent-Patient,The T-shirt was ripped by Homer,Homer ripped the T-shirt,-24.455411911010742,-33.22346878051758,8.768056869506836
roar,V097,1b,(a) Agent-Patient,The insult was roared by Homer,Homer roared the insult,-23.10735321044922,-33.57379150390625,10.466438293457031
rob,V230,1a,(a) Agent-Patient,Marge was robbed by Homer,Homer robbed Marge,-22.277448654174805,-25.89260482788086,3.6151561737060547
roll,V177,1a,(a) Agent-Patient,Marge was rolled by Homer,Homer rolled Marge,-21.941123962402344,-26.907001495361328,4.965877532958984
row,V031,1a,(a) Agent-Patient,The boat was rowed by Homer,Homer rowed the boat,-22.894243240356445,-31.751155853271484,8.856912612915039
ruin,V123,1a,(a) Agent-Patient,The sofa was ruined by Homer,Homer ruined the sofa,-21.517086029052734,-31.179349899291992,9.662263870239258
sadden,V332,1b,(b) Theme-Experiencer,Marge was saddened by Homer,Homer saddened Marge,-22.652462005615234,-24.89954948425293,2.2470874786376953
sing,V086,1b,(a) Agent-Patient,The song was sung by Homer,Homer sang the song,-20.228504180908203,-27.975059509277344,7.746555328369141
see,V351,1a,(c) Experiencer-Theme,Marge was seen by Homer,Homer saw Marge,-21.354305267333984,-24.459793090820312,3.105487823486328
saw,V044,1a,(a) Agent-Patient,The wood was sawn by Homer,Homer sawed the wood,-23.126750946044922,-33.09877395629883,9.972023010253906
scare,V333,1a,(b) Theme-Experiencer,Marge was scared by Homer,Homer scared Marge,-21.938247680664062,-26.51011848449707,4.571870803833008
scold,V245,1b,(a) Agent-Patient,Marge was scolded by Homer,Homer scolded Marge,-22.51544761657715,-27.75802993774414,5.242582321166992
scoop,V007,1b,(a) Agent-Patient,The ice-cream was scooped by Homer,Homer scooped the ice-cream,-25.398239135742188,-33.906436920166016,8.508197784423828
scratch,V202,1b,(a) Agent-Patient,Marge was scratched by Homer,Homer scratched Marge,-22.207876205444336,-27.080581665039062,4.872705459594727
scream,V098,1a,(a) Agent-Patient,The warning was screamed by Homer,Homer screamed the warning,-22.88409423828125,-31.305835723876953,8.421741485595703
seal,V052,1b,(a) Agent-Patient,The envelope was sealed by Homer,Homer sealed the envelope,-21.607433319091797,-31.480485916137695,9.873052597045898
search,V087,1b,(a) Agent-Patient,The area was searched by Homer,Homer searched the area,-19.961130142211914,-30.709793090820312,10.748662948608398
seize,V036,1b,(a) Agent-Patient,The note was seized by Homer,Homer seized the note,-21.165576934814453,-28.78969383239746,7.624116897583008
sense,V352,1b,(c) Experiencer-Theme,Marge was sensed by Homer,Homer sensed Marge,-22.67165184020996,-27.98179817199707,5.310146331787109
send,V027,1a,(a) Agent-Patient,The parcel was sent by Homer,Homer sent the parcel,-20.957012176513672,-29.08313751220703,8.12612533569336
sew,V072,1b,(a) Agent-Patient,The cushion was sewn by Homer,Homer sewed the cushion,-24.907703399658203,-33.60847854614258,8.700775146484375
shadow,V292,1b,(a) Agent-Patient,Marge was shadowed by Homer,Homer shadowed Marge,-22.656343460083008,-27.266632080078125,4.610288619995117
shatter,V129,1a,(a) Agent-Patient,The window was shattered by Homer,Homer shattered the window,-21.66637420654297,-29.673189163208008,8.006814956665039
shock,V334,1b,(b) Theme-Experiencer,Marge was shocked by Homer,Homer shocked Marge,-22.088848114013672,-24.177955627441406,2.0891075134277344
shake,V216,1b,(a) Agent-Patient,Marge was shaken by Homer,Homer shook Marge,-22.28534507751465,-25.44002914428711,3.154684066772461
shoot,V221,1b,(a) Agent-Patient,Marge was shot by Homer,Homer shot Marge,-21.37637710571289,-23.937721252441406,2.5613441467285156
shout,V099,1b,(a) Agent-Patient,The answer was shouted by Homer,Homer shouted the answer,-21.834245681762695,-31.3260440826416,9.491798400878906
shove,V183,1a,(a) Agent-Patient,Marge was shoved by Homer,Homer shoved Marge,-22.292236328125,-27.36604881286621,5.073812484741211
shovel,V008,1a,(a) Agent-Patient,The snow was shovelled by Homer,Homer shovelled the snow,-23.4058780670166,-34.20392608642578,10.79804801940918
show,V422,1b,(d) Other Passivizable,The method was shown by Homer,Homer showed the method,-19.900096893310547,-28.37602424621582,8.475927352905273
shrink,V146,1a,(a) Agent-Patient,The sock was shrunk by Homer,Homer shrank the sock,-22.6844425201416,-32.89111328125,10.206670761108398
sicken,V335,1a,(b) Theme-Experiencer,Marge was sickened by Homer,Homer sickened Marge,-22.865278244018555,-25.83193588256836,2.9666576385498047
sign,V062,1a,(a) Agent-Patient,The sheet was signed by Homer,Homer signed the sheet,-21.468435287475586,-28.680227279663086,7.2117919921875
sip,V112,1a,(a) Agent-Patient,The drink was sipped by Homer,Homer sipped the drink,-23.78879165649414,-33.53718185424805,9.748390197753906
sketch,V064,1a,(a) Agent-Patient,The drawing was sketched by Homer,Homer sketched the drawing,-23.595565795898438,-31.88496971130371,8.289403915405273
slap,V194,1b,(a) Agent-Patient,Marge was slapped by Homer,Homer slapped Marge,-22.097978591918945,-27.840532302856445,5.7425537109375
slay,V280,1a,(a) Agent-Patient,Marge was slain by Homer,Homer slayed Marge,-23.290185928344727,-27.51917266845703,4.228986740112305
slice,V048,1b,(a) Agent-Patient,The bread was sliced by Homer,Homer sliced the bread,-23.205245971679688,-32.165157318115234,8.959911346435547
slide,V178,1b,(a) Agent-Patient,Marge was slid by Homer,Homer slid Marge,-22.265119552612305,-28.70897102355957,6.443851470947266
slurp,V113,1b,(a) Agent-Patient,The soup was slurped by Homer,Homer slurped the soup,-24.16746711730957,-34.23593521118164,10.06846809387207
smash,V130,1b,(a) Agent-Patient,The plate was smashed by Homer,Homer smashed the plate,-20.97716522216797,-30.589616775512695,9.612451553344727
smell,V353,1a,(c) Experiencer-Theme,Marge was smelt by Homer,Homer smelt Marge,-23.09211540222168,-29.535966873168945,6.443851470947266
snap,V131,1a,(a) Agent-Patient,The ruler was snapped by Homer,Homer snapped the ruler,-21.970495223999023,-32.65352249145508,10.683027267456055
soak,V169,1b,(a) Agent-Patient,Marge was soaked by Homer,Homer soaked Marge,-22.240938186645508,-28.68478775024414,6.443849563598633
sell,V032,1a,(a) Agent-Patient,The car was sold by Homer,Homer sold the car,-19.560134887695312,-27.762422561645508,8.202287673950195
spy on,V364,1b,(c) Experiencer-Theme,Marge was spied on by Homer,Homer spied on Marge,-23.527149200439453,-29.386123657226562,5.858974456787109
spill,V010,1a,(a) Agent-Patient,The juice was spilt by Homer,Homer spilt the juice,-24.5391845703125,-34.83206558227539,10.29288101196289
splash,V165,1b,(a) Agent-Patient,Marge was splashed by Homer,Homer splashed Marge,-22.61441421508789,-29.058265686035156,6.443851470947266
splatter,V164,1a,(a) Agent-Patient,Marge was splattered by Homer,Homer splattered Marge,-23.40616798400879,-29.850019454956055,6.443851470947266
split,V132,1a,(a) Agent-Patient,The shirt was split by Homer,Homer split the shirt,-20.75189208984375,-30.985769271850586,10.233877182006836
speak to,V263,1b,(a) Agent-Patient,Marge was spoken to by Homer,Homer spoke to Marge,-22.616987228393555,-28.545299530029297,5.928312301635742
spot,V363,1a,(c) Experiencer-Theme,Marge was spotted by Homer,Homer spotted Marge,-21.845550537109375,-24.463909149169922,2.618358612060547
spray,V166,1a,(a) Agent-Patient,Marge was sprayed by Homer,Homer sprayed Marge,-22.508256912231445,-25.561431884765625,3.0531749725341797
spin,V163,1b,(a) Agent-Patient,Marge was spun by Homer,Homer spun Marge,-22.07430648803711,-27.91178321838379,5.83747673034668
squabble with,V252,1b,(a) Agent-Patient,Marge was squabbled with by Homer,Homer squabbled with Marge,-26.403322219848633,-32.77460861206055,6.371286392211914
squash,V217,1a,(a) Agent-Patient,Marge was squashed by Homer,Homer squashed Marge,-22.748512268066406,-29.19236183166504,6.443849563598633
squeeze,V218,1b,(a) Agent-Patient,Marge was squeezed by Homer,Homer squeezed Marge,-22.10933494567871,-27.123779296875,5.014444351196289
squirt,V167,1b,(a) Agent-Patient,Marge was squirted by Homer,Homer squirted Marge,-23.290185928344727,-29.734037399291992,6.443851470947266
squish,V219,1a,(a) Agent-Patient,Marge was squished by Homer,Homer squished Marge,-23.290185928344727,-29.734037399291992,6.443851470947266
stab,V283,1a,(a) Agent-Patient,Marge was stabbed by Homer,Homer stabbed Marge,-22.117210388183594,-25.852523803710938,3.7353134155273438
stain,V014,1b,(a) Agent-Patient,The tablecloth was stained by Homer,Homer stained the tablecloth,-24.81439208984375,-32.57024002075195,7.755847930908203
stammer,V100,1a,(a) Agent-Patient,The apology was stammered by Homer,Homer stammered the apology,-23.218523025512695,-34.068050384521484,10.849527359008789
staple,V053,1a,(a) Agent-Patient,The paper was stapled by Homer,Homer stapled the paper,-20.857391357421875,-33.084503173828125,12.22711181640625
stare at,V369,1b,(c) Experiencer-Theme,Marge was stared at by Homer,Homer stared at Marge,-23.19683837890625,-29.518606185913086,6.321767807006836
start,V152,1b,(a) Agent-Patient,The game was started by Homer,Homer started the game,-18.431018829345703,-28.040145874023438,9.609127044677734
startle,V336,1b,(b) Theme-Experiencer,Marge was startled by Homer,Homer startled Marge,-22.339933395385742,-24.92961883544922,2.5896854400634766
steal,V024,1b,(a) Agent-Patient,The necklace was stolen by Homer,Homer stole the necklace,-21.83366584777832,-29.992277145385742,8.158611297607422
stop,V226,1a,(a) Agent-Patient,Marge was stopped by Homer,Homer stopped Marge,-21.42801856994629,-24.683691024780273,3.2556724548339844
store,V042,1b,(a) Agent-Patient,The food was stored by Homer,Homer stored the food,-21.19782257080078,-28.542415618896484,7.344593048095703
strangle,V284,1b,(a) Agent-Patient,Marge was strangled by Homer,Homer strangled Marge,-22.40167808532715,-26.074668884277344,3.6729907989501953
stroke,V207,1b,(a) Agent-Patient,Marge was stroked by Homer,Homer stroked Marge,-22.741086959838867,-29.184938430786133,6.443851470947266
study,V039,1b,(a) Agent-Patient,The book was studied by Homer,Homer studied the book,-19.037742614746094,-29.3076171875,10.269874572753906
stun,V337,1a,(b) Theme-Experiencer,Marge was stunned by Homer,Homer stunned Marge,-21.98235511779785,-25.015705108642578,3.0333499908447266
succumb to,V403,1b,(d) Other Passivizable,The disease was succumbed to by Homer,Homer succumbed to the disease,-21.32944107055664,-33.785091400146484,12.455650329589844
suck,V114,1a,(a) Agent-Patient,The sweet was sucked by Homer,Homer sucked the sweet,-21.939739227294922,-33.40259552001953,11.46285629272461
suffocate,V285,1a,(a) Agent-Patient,Marge was suffocated by Homer,Homer suffocated Marge,-23.16590118408203,-29.609752655029297,6.443851470947266
suggest,V423,1a,(d) Other Passivizable,The visit was suggested by Homer,Homer suggested the visit,-20.451637268066406,-28.777387619018555,8.325750350952148
support,V378,1a,(c) Experiencer-Theme,Marge was supported by Homer,Homer supported Marge,-21.586997985839844,-24.020822525024414,2.4338245391845703
surprise,V338,1b,(b) Theme-Experiencer,Marge was surprised by Homer,Homer surprised Marge,-22.04141616821289,-24.036842346191406,1.9954261779785156
swallow,V117,1b,(a) Agent-Patient,The gum was swallowed by Homer,Homer swallowed the gum,-23.267208099365234,-34.21713638305664,10.949928283691406
sweep,V023,1a,(a) Agent-Patient,The floor was swept by Homer,Homer swept the floor,-20.149932861328125,-31.19548797607422,11.045555114746094
tail,V293,1a,(a) Agent-Patient,Marge was tailed by Homer,Homer tailed Marge,-22.95059585571289,-27.931373596191406,4.980777740478516
talk to,V264,1a,(a) Agent-Patient,Marge was talked to by Homer,Homer talked to Marge,-22.859838485717773,-28.47706413269043,5.617225646972656
tap,V195,1a,(a) Agent-Patient,Marge was tapped by Homer,Homer tapped Marge,-22.253259658813477,-25.670480728149414,3.4172210693359375
taste,V397,1b,(c) Experiencer-Theme,The soup was tasted by Homer,Homer tasted the soup,-22.53628158569336,-33.197139739990234,10.660858154296875
teach,V227,1a,(a) Agent-Patient,Marge was taught by Homer,Homer taught Marge,-21.861248016357422,-25.202205657958984,3.3409576416015625
tease,V339,1b,(b) Theme-Experiencer,Marge was teased by Homer,Homer teased Marge,-22.11983299255371,-26.471616744995117,4.351783752441406
terrify,V340,1a,(b) Theme-Experiencer,Marge was terrified by Homer,Homer terrified Marge,-22.059528350830078,-25.337114334106445,3.277585983276367
terrorize,V341,1b,(b) Theme-Experiencer,Marge was terrorized by Homer,Homer terrorized Marge,-22.811147689819336,-29.2549991607666,6.443851470947266
thank,V239,1b,(a) Agent-Patient,Marge was thanked by Homer,Homer thanked Marge,-22.223873138427734,-28.667724609375,6.443851470947266
threaten,V342,1b,(b) Theme-Experiencer,Marge was threatened by Homer,Homer threatened Marge,-21.796728134155273,-25.307117462158203,3.5103893280029297
throw,V190,1b,(a) Agent-Patient,Marge was thrown by Homer,Homer threw Marge,-21.784805297851562,-25.532588958740234,3.747783660888672
thump,V196,1a,(a) Agent-Patient,Marge was thumped by Homer,Homer thumped Marge,-23.09211540222168,-29.535966873168945,6.443851470947266
tickle,V208,1a,(a) Agent-Patient,Marge was tickled by Homer,Homer tickled Marge,-22.811147689819336,-26.34088134765625,3.529733657836914
tie,V054,1b,(a) Agent-Patient,The shoelace was tied by Homer,Homer tied the shoelace,-23.801979064941406,-32.04890060424805,8.24692153930664
toast,V142,1a,(a) Agent-Patient,The bread was toasted by Homer,Homer toasted the bread,-21.96539878845215,-33.46745300292969,11.502054214477539
tell off,V246,1a,(a) Agent-Patient,Marge was told off by Homer,Homer told off Marge,-24.891260147094727,-28.42545509338379,3.5341949462890625
tell,V092,1b,(a) Agent-Patient,The story was told by Homer,Homer told the story,-17.799461364746094,-27.468244552612305,9.668783187866211
tolerate,V379,1b,(c) Experiencer-Theme,Marge was tolerated by Homer,Homer tolerated Marge,-22.40789222717285,-26.686899185180664,4.2790069580078125
take,V025,1a,(a) Agent-Patient,The money was taken by Homer,Homer took the money,-18.742584228515625,-26.713193893432617,7.970609664916992
tear,V133,1b,(a) Agent-Patient,The magazine was torn by Homer,Homer tore the magazine,-21.284456253051758,-29.557775497436523,8.273319244384766
touch,V209,1b,(a) Agent-Patient,Marge was touched by Homer,Homer touched Marge,-21.88915252685547,-25.50199317932129,3.6128406524658203
track,V294,1b,(a) Agent-Patient,Marge was tracked by Homer,Homer tracked Marge,-21.937477111816406,-25.493099212646484,3.555622100830078
trail,V295,1a,(a) Agent-Patient,Marge was trailed by Homer,Homer trailed Marge,-22.53144073486328,-27.905078887939453,5.373638153076172
trap,V170,1a,(a) Agent-Patient,Marge was trapped by Homer,Homer trapped Marge,-21.95171356201172,-25.343040466308594,3.391326904296875
trip,V301,1b,(a) Agent-Patient,Marge was tripped by Homer,Homer tripped Marge,-22.82845115661621,-29.272302627563477,6.443851470947266
trust,V380,1b,(c) Experiencer-Theme,Marge was trusted by Homer,Homer trusted Marge,-21.929317474365234,-27.898902893066406,5.969585418701172
twist,V012,1b,(a) Agent-Patient,The handle was twisted by Homer,Homer twisted the handle,-22.230924606323242,-32.098384857177734,9.867460250854492
type,V065,1b,(a) Agent-Patient,The list was typed by Homer,Homer typed the list,-21.16499900817871,-32.155540466308594,10.990541458129883
unbolt,V057,1b,(a) Agent-Patient,The gate was unbolted by Homer,Homer unbolted the gate,-23.498443603515625,-34.652435302734375,11.15399169921875
understand,V381,1b,(c) Experiencer-Theme,Marge was understood by Homer,Homer understood Marge,-21.893247604370117,-26.10346221923828,4.210214614868164
undergo,V402,1a,(d) Other Passivizable,The surgery was undergone by Homer,Homer underwent the surgery,-21.636974334716797,-33.0213508605957,11.384376525878906
unlock,V058,1a,(a) Agent-Patient,The door was unlocked by Homer,Homer unlocked the door,-20.512287139892578,-31.460681915283203,10.948394775390625
untie,V211,1a,(a) Agent-Patient,Marge was untied by Homer,Homer untied Marge,-23.16590118408203,-29.609752655029297,6.443851470947266
unzip,V059,1b,(a) Agent-Patient,The case was unzipped by Homer,Homer unzipped the case,-20.602602005004883,-32.164817810058594,11.562215805053711
upset,V343,1a,(b) Theme-Experiencer,Marge was upset by Homer,Homer upset Marge,-21.79568099975586,-25.41008758544922,3.6144065856933594
varnish,V061,1b,(a) Agent-Patient,The chair was varnished by Homer,Homer varnished the chair,-23.76953125,-34.522361755371094,10.752830505371094
visit,V261,1a,(a) Agent-Patient,Marge was visited by Homer,Homer visited Marge,-21.595726013183594,-25.038131713867188,3.4424057006835938
want,V399,1b,(c) Experiencer-Theme,The cake was wanted by Homer,Homer wanted the cake,-20.616369247436523,-31.233930587768555,10.617561340332031
warn,V270,1b,(a) Agent-Patient,Marge was warned by Homer,Homer warned Marge,-21.64447021484375,-27.235790252685547,5.591320037841797
abandon,V286,1a,(a) Agent-Patient,Homer was abandonned by Marge,Marge abandonned Homer,-23.283809661865234,-29.7276611328125,6.443851470947266
accompany,V296,1a,(a) Agent-Patient,Homer was accompanied by Marge,Marge accompanied Homer,-22.437740325927734,-23.369930267333984,0.93218994140625
admire,V346,1a,(c) Experiencer-Theme,Homer was admired by Marge,Marge admired Homer,-22.156875610351562,-27.1644287109375,5.0075531005859375
adore,V347,1b,(c) Experiencer-Theme,Homer was adored by Marge,Marge adored Homer,-22.456661224365234,-28.900514602661133,6.443853378295898
advise,V268,1a,(a) Agent-Patient,Homer was advised by Marge,Marge advised Homer,-21.868940353393555,-25.502601623535156,3.6336612701416016
aggravate,V302,1b,(b) Theme-Experiencer,Homer was aggravated by Marge,Marge aggravated Homer,-22.288822174072266,-27.113204956054688,4.824382781982422
agree with,V247,1b,(a) Agent-Patient,Homer was agreed with by Marge,Marge agreed with Homer,-22.659469604492188,-27.734224319458008,5.07475471496582
amaze,V303,1a,(b) Theme-Experiencer,Homer was amazed by Marge,Marge amazed Homer,-22.54262924194336,-25.503442764282227,2.960813522338867
amuse,V304,1b,(b) Theme-Experiencer,Homer was amused by Marge,Marge amused Homer,-22.34988021850586,-25.64507293701172,3.2951927185058594
anger,V305,1a,(b) Theme-Experiencer,Homer was angered by Marge,Marge angered Homer,-22.329730987548828,-24.88406753540039,2.5543365478515625
annoy,V306,1b,(b) Theme-Experiencer,Homer was annoyed by Marge,Marge annoyed Homer,-22.17559242248535,-25.069934844970703,2.8943424224853516
appluad,V220,1b,(a) Agent-Patient,Homer was appluaded by Marge,Marge appluaded Homer,-23.283809661865234,-29.7276611328125,6.443851470947266
appreciate,V370,1a,(c) Experiencer-Theme,Homer was appreciated by Marge,Marge appreciated Homer,-22.10369873046875,-27.252513885498047,5.148815155029297
argue with,V248,1a,(a) Agent-Patient,Homer was argued with by Marge,Marge argued with Homer,-24.048892974853516,-29.945402145385742,5.896509170532227
assassinate,V228,1b,(a) Agent-Patient,Homer was assassinated by Marge,Marge assassinated Homer,-22.482566833496094,-24.39959144592285,1.9170246124267578
astonish,V307,1a,(b) Theme-Experiencer,Homer was astonished by Marge,Marge astonished Homer,-22.511404037475586,-25.24452018737793,2.7331161499023438
avoid,V223,1a,(a) Agent-Patient,Homer was avoided by Marge,Marge avoided Homer,-21.856916427612305,-25.73488998413086,3.8779735565185547
banish,V229,1b,(a) Agent-Patient,Homer was banished by Marge,Marge banished Homer,-22.44217872619629,-27.939109802246094,5.496931076049805
believe,V371,1a,(c) Experiencer-Theme,Homer was believed by Marge,Marge believed Homer,-21.778413772583008,-25.392820358276367,3.6144065856933594
bite,V198,1a,(a) Agent-Patient,Homer was bitten by Marge,Marge bit Homer,-21.880645751953125,-25.114398956298828,3.233753204345703
bother,V308,1a,(b) Theme-Experiencer,Homer was bothered by Marge,Marge bothered Homer,-22.28385353088379,-25.04123306274414,2.7573795318603516
call,V262,1a,(a) Agent-Patient,Homer was called by Marge,Marge called Homer,-20.859848022460938,-24.991966247558594,4.132118225097656
calm,V309,1b,(b) Theme-Experiencer,Homer was calmed by Marge,Marge calmed Homer,-22.70095443725586,-29.144805908203125,6.443851470947266
capture,V154,1b,(a) Agent-Patient,Homer was captured by Marge,Marge captured Homer,-21.616374969482422,-23.879444122314453,2.2630691528320312
carry,V179,1b,(a) Agent-Patient,Homer was carried by Marge,Marge carried Homer,-21.818023681640625,-24.584205627441406,2.7661819458007812
catch,V184,1b,(a) Agent-Patient,Homer was caught by Marge,Marge caught Homer,-21.63869285583496,-24.61200714111328,2.9733142852783203
chase,V289,1b,(a) Agent-Patient,Homer was chased by Marge,Marge chased Homer,-22.264053344726562,-27.199350357055664,4.935297012329102
chat to,V265,1a,(a) Agent-Patient,Homer was chatted to by Marge,Marge chatted to Homer,-25.011655807495117,-31.230632781982422,6.218976974487305
cheer up,V310,1a,(b) Theme-Experiencer,Homer was cheered up by Marge,Marge cheered up Homer,-26.262250900268555,-31.059253692626953,4.797002792358398
choose,V185,1a,(a) Agent-Patient,Homer was chosen by Marge,Marge chose Homer,-21.770511627197266,-24.56058120727539,2.790069580078125
claw,V199,1b,(a) Agent-Patient,Homer was clawed by Marge,Marge clawed Homer,-23.290185928344727,-29.734037399291992,6.443851470947266
clean,V173,1b,(a) Agent-Patient,Homer was cleaned by Marge,Marge cleaned Homer,-22.247047424316406,-27.534473419189453,5.287425994873047
comfort,V311,1a,(b) Theme-Experiencer,Homer was comforted by Marge,Marge comforted Homer,-22.480283737182617,-25.772663116455078,3.292379379272461
compliment,V233,1a,(a) Agent-Patient,Homer was complimented by Marge,Marge complimented Homer,-22.462390899658203,-26.99297332763672,4.530582427978516
congratulate,V234,1b,(a) Agent-Patient,Homer was congratulated by Marge,Marge congratulated Homer,-22.47625732421875,-27.0712947845459,4.595037460327148
converse with,V266,1b,(a) Agent-Patient,Homer was conversed with by Marge,Marge conversed with Homer,-26.409698486328125,-32.78098678588867,6.371288299560547
cooperate with,V249,1b,(a) Agent-Patient,Homer was cooperated with by Marge,Marge cooperated with Homer,-23.773530960083008,-30.144821166992188,6.37129020690918
copy,V212,1a,(a) Agent-Patient,Homer was copied by Marge,Marge copied Homer,-22.115726470947266,-25.594995498657227,3.479269027709961
court,V253,1b,(a) Agent-Patient,Homer was courted by Marge,Marge courted Homer,-22.43889045715332,-26.992677688598633,4.5537872314453125
cover,V168,1b,(a) Agent-Patient,Homer was covered by Marge,Marge covered Homer,-21.739421844482422,-24.075054168701172,2.33563232421875
criticize,V241,1a,(a) Agent-Patient,Homer was criticized by Marge,Marge criticized Homer,-21.881153106689453,-24.67475128173828,2.793598175048828
crush,V157,1b,(a) Agent-Patient,Homer was crushed by Marge,Marge crushed Homer,-22.03165054321289,-24.647586822509766,2.615936279296875
cuddle,V254,1a,(a) Agent-Patient,Homer was cuddled by Marge,Marge cuddled Homer,-23.283809661865234,-29.7276611328125,6.443851470947266
cut,V210,1a,(a) Agent-Patient,Homer was cut by Marge,Marge cut Homer,-21.46337127685547,-25.275577545166016,3.812206268310547
date,V255,1b,(a) Agent-Patient,Homer was dated by Marge,Marge dated Homer,-21.822612762451172,-26.238313674926758,4.415700912475586
dazzle,V312,1b,(b) Theme-Experiencer,Homer was dazzled by Marge,Marge dazzled Homer,-22.865278244018555,-25.83193588256836,2.9666576385498047
depress,V313,1a,(b) Theme-Experiencer,Homer was depressed by Marge,Marge depressed Homer,-21.911514282226562,-27.145360946655273,5.233846664428711
desert,V287,1b,(a) Agent-Patient,Homer was deserted by Marge,Marge deserted Homer,-22.258380889892578,-26.946617126464844,4.688236236572266
despise,V383,1a,(c) Experiencer-Theme,Homer was despised by Marge,Marge despised Homer,-22.356281280517578,-25.58823013305664,3.2319488525390625
detest,V384,1b,(c) Experiencer-Theme,Homer was detested by Marge,Marge detested Homer,-23.290185928344727,-29.734037399291992,6.443851470947266
disagree with,V250,1a,(a) Agent-Patient,Homer was disagreed with by Marge,Marge disagreed with Homer,-22.7910213470459,-29.162311553955078,6.37129020690918
discover,V354,1a,(c) Experiencer-Theme,Homer was discovered by Marge,Marge discovered Homer,-21.638999938964844,-23.959758758544922,2.320758819580078
disgust,V314,1a,(b) Theme-Experiencer,Homer was disgusted by Marge,Marge disgusted Homer,-22.38405990600586,-25.695892333984375,3.3118324279785156
dislike,V385,1a,(c) Experiencer-Theme,Homer was disliked by Marge,Marge disliked Homer,-22.53197479248047,-28.975826263427734,6.443851470947266
dispatch,V275,1a,(a) Agent-Patient,Homer was dispatched by Marge,Marge dispatched Homer,-22.452970504760742,-28.896820068359375,6.443849563598633
distract,V315,1b,(b) Theme-Experiencer,Homer was distracted by Marge,Marge distracted Homer,-22.181838989257812,-26.207149505615234,4.025310516357422
distrust,V386,1b,(c) Experiencer-Theme,Homer was distrusted by Marge,Marge distrusted Homer,-23.290185928344727,-29.734037399291992,6.443851470947266
disturb,V316,1a,(b) Theme-Experiencer,Homer was disturbed by Marge,Marge disturbed Homer,-22.173721313476562,-25.70405387878418,3.530332565307617
divorce,V232,1b,(a) Agent-Patient,Homer was divorced by Marge,Marge divorced Homer,-22.00238609313965,-27.41409683227539,5.411710739135742
dodge,V224,1b,(a) Agent-Patient,Homer was dodged by Marge,Marge dodged Homer,-22.553497314453125,-28.99734878540039,6.443851470947266
drag,V180,1a,(a) Agent-Patient,Homer was dragged by Marge,Marge dragged Homer,-22.032878875732422,-25.997711181640625,3.964832305908203
dread,V387,1a,(c) Experiencer-Theme,Homer was dreaded by Marge,Marge dreaded Homer,-22.502138137817383,-28.94598960876465,6.443851470947266
dress,V273,1b,(a) Agent-Patient,Homer was dressed by Marge,Marge dressed Homer,-22.06543731689453,-26.152259826660156,4.086822509765625
drop,V158,1b,(a) Agent-Patient,Homer was dropped by Marge,Marge dropped Homer,-21.539939880371094,-24.81551742553711,3.2755775451660156
drown,V281,1a,(a) Agent-Patient,Homer was drowned by Marge,Marge drowned Homer,-22.13965606689453,-28.583505630493164,6.443849563598633
eat,V156,1a,(a) Agent-Patient,Homer was eaten by Marge,Marge ate Homer,-21.862590789794922,-25.210521697998047,3.347930908203125
eliminate,V276,1b,(a) Agent-Patient,Homer was eliminated by Marge,Marge eliminated Homer,-22.017656326293945,-25.574871063232422,3.5572147369384766
elude,V225,1a,(a) Agent-Patient,Homer was eluded by Marge,Marge eluded Homer,-22.445785522460938,-28.889636993408203,6.443851470947266
embarass,V317,1b,(b) Theme-Experiencer,Homer was embarassed by Marge,Marge embarassed Homer,-23.283809661865234,-29.7276611328125,6.443851470947266
embrace,V256,1b,(a) Agent-Patient,Homer was embraced by Marge,Marge embraced Homer,-21.977306365966797,-25.82240104675293,3.845094680786133
encourage,V318,1a,(b) Theme-Experiencer,Homer was encouraged by Marge,Marge encouraged Homer,-21.88351821899414,-25.00897979736328,3.1254615783691406
enrage,V319,1b,(b) Theme-Experiencer,Homer was enraged by Marge,Marge enraged Homer,-22.311920166015625,-25.262697219848633,2.950777053833008
