Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
polish,V016,1b,(a) Agent-Patient,The medal was polished by Homer,Homer polished the medal,-23.386619567871094,-32.261165618896484,8.87454605102539
pop,V145,1b,(a) Agent-Patient,The balloon was popped by Homer,Homer popped the balloon,-22.70585823059082,-33.303680419921875,10.597822189331055
position,V003,1b,(a) Agent-Patient,The ornament was positioned by Homer,Homer positioned the ornament,-23.14942169189453,-31.87141990661621,8.72199821472168
possess,V407,1b,(d) Other Passivizable,The ticket was possessed by Homer,Homer possessed the ticket,-21.374753952026367,-29.820091247558594,8.445337295532227
post,V026,1b,(a) Agent-Patient,The letter was posted by Homer,Homer posted the letter,-20.310190200805664,-26.636920928955078,6.326730728149414
pot,V018,1b,(a) Agent-Patient,The ball was potted by Homer,Homer potted the ball,-22.656639099121094,-32.63595962524414,9.979320526123047
pour,V009,1b,(a) Agent-Patient,The coke was poured by Homer,Homer poured the coke,-23.315929412841797,-32.74486541748047,9.428936004638672
praise,V238,1b,(a) Agent-Patient,Marge was praised by Homer,Homer praised Marge,-21.68012237548828,-25.418960571289062,3.7388381958007812
predict,V420,1b,(d) Other Passivizable,The outcome was predicted by Homer,Homer predicted the outcome,-20.646194458007812,-30.00629425048828,9.360099792480469
proclaim,V419,1a,(d) Other Passivizable,The truth was proclaimed by Homer,Homer proclaimed the truth,-21.002506256103516,-31.198184967041016,10.1956787109375
propose,V105,1a,(a) Agent-Patient,The toast was proposed by Homer,Homer proposed the toast,-21.682432174682617,-29.539875030517578,7.857442855834961
prove,V409,1a,(d) Other Passivizable,The theory was proven by Homer,Homer proved the theory,-20.67984390258789,-28.759105682373047,8.079261779785156
provoke,V328,1b,(b) Theme-Experiencer,Marge was provoked by Homer,Homer provoked Marge,-22.26376724243164,-26.83863067626953,4.574863433837891
pull,V181,1a,(a) Agent-Patient,Marge was pulled by Homer,Homer pulled Marge,-21.557382583618164,-26.076635360717773,4.519252777099609
punch,V201,1a,(a) Agent-Patient,Marge was punched by Homer,Homer punched Marge,-22.07059097290039,-26.561565399169922,4.490974426269531
punish,V244,1a,(a) Agent-Patient,Marge was punished by Homer,Homer punished Marge,-22.112363815307617,-24.916019439697266,2.8036556243896484
pursue,V291,1a,(a) Agent-Patient,Marge was pursued by Homer,Homer pursued Marge,-21.917814254760742,-26.42702865600586,4.509214401245117
push,V182,1b,(a) Agent-Patient,Marge was pushed by Homer,Homer pushed Marge,-21.701370239257812,-24.688568115234375,2.9871978759765625
puzzle,V329,1a,(b) Theme-Experiencer,Marge was puzzled by Homer,Homer puzzled Marge,-22.20896339416504,-25.446746826171875,3.237783432006836
quarrel with,V251,1a,(a) Agent-Patient,Marge was quarrelled with by Homer,Homer quarrelled with Marge,-26.23322868347168,-32.40382385253906,6.170595169067383
quote,V089,1b,(a) Agent-Patient,The speech was quoted by Homer,Homer quoted the speech,-21.205076217651367,-27.593463897705078,6.388387680053711
race,V288,1a,(a) Agent-Patient,Marge was raced by Homer,Homer raced Marge,-22.04507827758789,-28.159095764160156,6.114017486572266
raise,V162,1a,(a) Agent-Patient,Marge was raised by Homer,Homer raised Marge,-21.457134246826172,-23.96685791015625,2.509723663330078
read,V090,1a,(a) Agent-Patient,The paper was read by Homer,Homer read the paper,-18.28369903564453,-28.055023193359375,9.771324157714844
reassure,V330,1b,(b) Theme-Experiencer,Marge was reassured by Homer,Homer reassured Marge,-22.347244262695312,-26.676834106445312,4.32958984375
receive,V400,1a,(d) Other Passivizable,The present was received by Homer,Homer received the present,-20.123212814331055,-28.375614166259766,8.252401351928711
recite,V091,1b,(a) Agent-Patient,The prayer was recited by Homer,Homer recited the prayer,-22.56621551513672,-32.58074188232422,10.0145263671875
recognize,V361,1b,(c) Experiencer-Theme,Marge was recognized by Homer,Homer recognized Marge,-21.686948776245117,-24.202362060546875,2.515413284301758
record,V215,1a,(a) Agent-Patient,Marge was recorded by Homer,Homer recorded Marge,-21.383180618286133,-23.953529357910156,2.5703487396240234
remember,V362,1b,(c) Experiencer-Theme,Marge was remembered by Homer,Homer remembered Marge,-21.886056900024414,-27.19236183166504,5.306304931640625
remove,V171,1b,(a) Agent-Patient,Marge was removed by Homer,Homer removed Marge,-21.5639705657959,-24.419864654541016,2.855894088745117
repeat,V106,1b,(a) Agent-Patient,The claim was repeated by Homer,Homer repeated the claim,-18.963565826416016,-29.219730377197266,10.25616455078125
report,V107,1a,(a) Agent-Patient,The event was reported by Homer,Homer reported the event,-20.072181701660156,-28.123552322387695,8.051370620727539
repulse,V331,1a,(b) Theme-Experiencer,Marge was repulsed by Homer,Homer repulsed Marge,-23.073095321655273,-27.57891273498535,4.505817413330078
rescue,V155,1b,(a) Agent-Patient,Marge was rescued by Homer,Homer rescued Marge,-21.93194580078125,-25.479049682617188,3.5471038818359375
resent,V393,1b,(c) Experiencer-Theme,Marge was resented by Homer,Homer resented Marge,-22.5311222076416,-28.645139694213867,6.114017486572266
respect,V377,1b,(c) Experiencer-Theme,Marge was respected by Homer,Homer respected Marge,-21.818069458007812,-25.260557174682617,3.4424877166748047
reveal,V421,1a,(d) Other Passivizable,The decision was revealed by Homer,Homer revealed the decision,-20.120893478393555,-28.09873390197754,7.977840423583984
reward,V231,1b,(a) Agent-Patient,Marge was rewarded by Homer,Homer rewarded Marge,-22.293094635009766,-27.025474548339844,4.732379913330078
rinse,V022,1b,(a) Agent-Patient,The vase was rinsed by Homer,Homer rinsed the vase,-23.813705444335938,-35.01136779785156,11.197662353515625
rip,V128,1b,(a) Agent-Patient,The T-shirt was ripped by Homer,Homer ripped the T-shirt,-24.12801742553711,-33.11556625366211,8.987548828125
roar,V097,1b,(a) Agent-Patient,The insult was roared by Homer,Homer roared the insult,-22.84380531311035,-33.197120666503906,10.353315353393555
rob,V230,1a,(a) Agent-Patient,Marge was robbed by Homer,Homer robbed Marge,-22.24427604675293,-26.104888916015625,3.8606128692626953
roll,V177,1a,(a) Agent-Patient,Marge was rolled by Homer,Homer rolled Marge,-21.840471267700195,-27.3568115234375,5.516340255737305
row,V031,1a,(a) Agent-Patient,The boat was rowed by Homer,Homer rowed the boat,-23.18748664855957,-31.622581481933594,8.435094833374023
ruin,V123,1a,(a) Agent-Patient,The sofa was ruined by Homer,Homer ruined the sofa,-21.548526763916016,-30.77981185913086,9.231285095214844
sadden,V332,1b,(b) Theme-Experiencer,Marge was saddened by Homer,Homer saddened Marge,-22.52297019958496,-25.007265090942383,2.484294891357422
sing,V086,1b,(a) Agent-Patient,The song was sung by Homer,Homer sang the song,-20.629871368408203,-28.914020538330078,8.284149169921875
see,V351,1a,(c) Experiencer-Theme,Marge was seen by Homer,Homer saw Marge,-21.18461036682129,-23.835575103759766,2.6509647369384766
saw,V044,1a,(a) Agent-Patient,The wood was sawn by Homer,Homer sawed the wood,-23.05846405029297,-32.98584747314453,9.927383422851562
scare,V333,1a,(b) Theme-Experiencer,Marge was scared by Homer,Homer scared Marge,-21.864500045776367,-27.07016372680664,5.205663681030273
scold,V245,1b,(a) Agent-Patient,Marge was scolded by Homer,Homer scolded Marge,-22.501895904541016,-27.5543212890625,5.052425384521484
scoop,V007,1b,(a) Agent-Patient,The ice-cream was scooped by Homer,Homer scooped the ice-cream,-25.056655883789062,-33.65740203857422,8.600746154785156
scratch,V202,1b,(a) Agent-Patient,Marge was scratched by Homer,Homer scratched Marge,-22.173171997070312,-26.774677276611328,4.601505279541016
scream,V098,1a,(a) Agent-Patient,The warning was screamed by Homer,Homer screamed the warning,-22.67413330078125,-31.297290802001953,8.623157501220703
seal,V052,1b,(a) Agent-Patient,The envelope was sealed by Homer,Homer sealed the envelope,-21.5855655670166,-31.449975967407227,9.864410400390625
search,V087,1b,(a) Agent-Patient,The area was searched by Homer,Homer searched the area,-20.742456436157227,-30.57145118713379,9.828994750976562
seize,V036,1b,(a) Agent-Patient,The note was seized by Homer,Homer seized the note,-20.90345001220703,-28.177650451660156,7.274200439453125
sense,V352,1b,(c) Experiencer-Theme,Marge was sensed by Homer,Homer sensed Marge,-22.65941619873047,-27.77742576599121,5.118009567260742
send,V027,1a,(a) Agent-Patient,The parcel was sent by Homer,Homer sent the parcel,-20.765865325927734,-28.941131591796875,8.17526626586914
sew,V072,1b,(a) Agent-Patient,The cushion was sewn by Homer,Homer sewed the cushion,-24.618135452270508,-33.35389709472656,8.735761642456055
shadow,V292,1b,(a) Agent-Patient,Marge was shadowed by Homer,Homer shadowed Marge,-22.644786834716797,-27.130035400390625,4.485248565673828
shatter,V129,1a,(a) Agent-Patient,The window was shattered by Homer,Homer shattered the window,-22.069055557250977,-29.402360916137695,7.333305358886719
shock,V334,1b,(b) Theme-Experiencer,Marge was shocked by Homer,Homer shocked Marge,-21.98505973815918,-24.32146453857422,2.336404800415039
shake,V216,1b,(a) Agent-Patient,Marge was shaken by Homer,Homer shook Marge,-22.138446807861328,-25.45354461669922,3.3150978088378906
shoot,V221,1b,(a) Agent-Patient,Marge was shot by Homer,Homer shot Marge,-21.222576141357422,-23.88663101196289,2.6640548706054688
shout,V099,1b,(a) Agent-Patient,The answer was shouted by Homer,Homer shouted the answer,-22.411598205566406,-31.2686710357666,8.857072830200195
shove,V183,1a,(a) Agent-Patient,Marge was shoved by Homer,Homer shoved Marge,-22.261642456054688,-27.064990997314453,4.803348541259766
shovel,V008,1a,(a) Agent-Patient,The snow was shovelled by Homer,Homer shovelled the snow,-23.523296356201172,-33.88568115234375,10.362384796142578
show,V422,1b,(d) Other Passivizable,The method was shown by Homer,Homer showed the method,-20.229679107666016,-28.384353637695312,8.154674530029297
shrink,V146,1a,(a) Agent-Patient,The sock was shrunk by Homer,Homer shrank the sock,-22.703672409057617,-32.53649139404297,9.832818984985352
sicken,V335,1a,(b) Theme-Experiencer,Marge was sickened by Homer,Homer sickened Marge,-22.85800552368164,-25.689668655395508,2.831663131713867
sign,V062,1a,(a) Agent-Patient,The sheet was signed by Homer,Homer signed the sheet,-21.344646453857422,-28.769786834716797,7.425140380859375
sip,V112,1a,(a) Agent-Patient,The drink was sipped by Homer,Homer sipped the drink,-23.512086868286133,-33.14308166503906,9.63099479675293
sketch,V064,1a,(a) Agent-Patient,The drawing was sketched by Homer,Homer sketched the drawing,-23.80305290222168,-32.14350128173828,8.340448379516602
slap,V194,1b,(a) Agent-Patient,Marge was slapped by Homer,Homer slapped Marge,-22.05801773071289,-27.586271286010742,5.528253555297852
slay,V280,1a,(a) Agent-Patient,Marge was slain by Homer,Homer slayed Marge,-23.27116584777832,-27.23212432861328,3.960958480834961
slice,V048,1b,(a) Agent-Patient,The bread was sliced by Homer,Homer sliced the bread,-22.979454040527344,-32.01768493652344,9.038230895996094
slide,V178,1b,(a) Agent-Patient,Marge was slid by Homer,Homer slid Marge,-22.24260711669922,-28.356624603271484,6.114017486572266
slurp,V113,1b,(a) Agent-Patient,The soup was slurped by Homer,Homer slurped the soup,-23.946428298950195,-33.95167922973633,10.005250930786133
smash,V130,1b,(a) Agent-Patient,The plate was smashed by Homer,Homer smashed the plate,-21.456443786621094,-30.489116668701172,9.032672882080078
smell,V353,1a,(c) Experiencer-Theme,Marge was smelt by Homer,Homer smelt Marge,-23.073095321655273,-29.187114715576172,6.114019393920898
snap,V131,1a,(a) Agent-Patient,The ruler was snapped by Homer,Homer snapped the ruler,-22.164562225341797,-32.249454498291016,10.084892272949219
soak,V169,1b,(a) Agent-Patient,Marge was soaked by Homer,Homer soaked Marge,-22.2192440032959,-28.333261489868164,6.114017486572266
sell,V032,1a,(a) Agent-Patient,The car was sold by Homer,Homer sold the car,-19.965835571289062,-27.670387268066406,7.704551696777344
spy on,V364,1b,(c) Experiencer-Theme,Marge was spied on by Homer,Homer spied on Marge,-23.46139907836914,-28.139142990112305,4.677743911743164
spill,V010,1a,(a) Agent-Patient,The juice was spilt by Homer,Homer spilt the juice,-24.274158477783203,-34.415504455566406,10.141345977783203
splash,V165,1b,(a) Agent-Patient,Marge was splashed by Homer,Homer splashed Marge,-22.604164123535156,-28.718181610107422,6.114017486572266
splatter,V164,1a,(a) Agent-Patient,Marge was splattered by Homer,Homer splattered Marge,-23.27116584777832,-29.38518524169922,6.114019393920898
split,V132,1a,(a) Agent-Patient,The shirt was split by Homer,Homer split the shirt,-20.794740676879883,-30.814849853515625,10.020109176635742
speak to,V263,1b,(a) Agent-Patient,Marge was spoken to by Homer,Homer spoke to Marge,-22.804847717285156,-27.07715606689453,4.272308349609375
spot,V363,1a,(c) Experiencer-Theme,Marge was spotted by Homer,Homer spotted Marge,-21.784692764282227,-24.40655517578125,2.6218624114990234
spray,V166,1a,(a) Agent-Patient,Marge was sprayed by Homer,Homer sprayed Marge,-22.49610137939453,-25.401689529418945,2.905588150024414
spin,V163,1b,(a) Agent-Patient,Marge was spun by Homer,Homer spun Marge,-22.049278259277344,-27.66996192932129,5.620683670043945
squabble with,V252,1b,(a) Agent-Patient,Marge was squabbled with by Homer,Homer squabbled with Marge,-26.23322868347168,-32.40382385253906,6.170595169067383
squash,V217,1a,(a) Agent-Patient,Marge was squashed by Homer,Homer squashed Marge,-22.738616943359375,-28.852636337280273,6.114019393920898
squeeze,V218,1b,(a) Agent-Patient,Marge was squeezed by Homer,Homer squeezed Marge,-22.08596420288086,-27.069726943969727,4.983762741088867
squirt,V167,1b,(a) Agent-Patient,Marge was squirted by Homer,Homer squirted Marge,-23.27116584777832,-29.38518524169922,6.114019393920898
squish,V219,1a,(a) Agent-Patient,Marge was squished by Homer,Homer squished Marge,-23.27116584777832,-29.38518524169922,6.114019393920898
stab,V283,1a,(a) Agent-Patient,Marge was stabbed by Homer,Homer stabbed Marge,-22.080490112304688,-25.60822296142578,3.5277328491210938
stain,V014,1b,(a) Agent-Patient,The tablecloth was stained by Homer,Homer stained the tablecloth,-24.594696044921875,-32.38011932373047,7.785423278808594
stammer,V100,1a,(a) Agent-Patient,The apology was stammered by Homer,Homer stammered the apology,-22.923429489135742,-33.700199127197266,10.776769638061523
staple,V053,1a,(a) Agent-Patient,The paper was stapled by Homer,Homer stapled the paper,-21.3563289642334,-33.08558654785156,11.729257583618164
stare at,V369,1b,(c) Experiencer-Theme,Marge was stared at by Homer,Homer stared at Marge,-23.35802459716797,-29.585670471191406,6.2276458740234375
start,V152,1b,(a) Agent-Patient,The game was started by Homer,Homer started the game,-18.08348274230957,-26.969280242919922,8.885797500610352
startle,V336,1b,(b) Theme-Experiencer,Marge was startled by Homer,Homer startled Marge,-22.306285858154297,-24.70633316040039,2.4000473022460938
steal,V024,1b,(a) Agent-Patient,The necklace was stolen by Homer,Homer stole the necklace,-21.608673095703125,-29.481414794921875,7.87274169921875
stop,V226,1a,(a) Agent-Patient,Marge was stopped by Homer,Homer stopped Marge,-21.382068634033203,-24.393592834472656,3.011524200439453
store,V042,1b,(a) Agent-Patient,The food was stored by Homer,Homer stored the food,-21.396272659301758,-26.340789794921875,4.944517135620117
strangle,V284,1b,(a) Agent-Patient,Marge was strangled by Homer,Homer strangled Marge,-22.329307556152344,-26.112003326416016,3.782695770263672
stroke,V207,1b,(a) Agent-Patient,Marge was stroked by Homer,Homer stroked Marge,-22.729530334472656,-28.843547821044922,6.114017486572266
study,V039,1b,(a) Agent-Patient,The book was studied by Homer,Homer studied the book,-19.279460906982422,-28.671884536743164,9.392423629760742
stun,V337,1a,(b) Theme-Experiencer,Marge was stunned by Homer,Homer stunned Marge,-21.943674087524414,-25.027923583984375,3.084249496459961
succumb to,V403,1b,(d) Other Passivizable,The disease was succumbed to by Homer,Homer succumbed to the disease,-22.035905838012695,-33.80775451660156,11.771848678588867
suck,V114,1a,(a) Agent-Patient,The sweet was sucked by Homer,Homer sucked the sweet,-22.01306915283203,-32.9763069152832,10.963237762451172
suffocate,V285,1a,(a) Agent-Patient,Marge was suffocated by Homer,Homer suffocated Marge,-23.073095321655273,-29.187114715576172,6.114019393920898
suggest,V423,1a,(d) Other Passivizable,The visit was suggested by Homer,Homer suggested the visit,-20.577499389648438,-28.018827438354492,7.441328048706055
support,V378,1a,(c) Experiencer-Theme,Marge was supported by Homer,Homer supported Marge,-21.4117374420166,-23.694442749023438,2.282705307006836
surprise,V338,1b,(b) Theme-Experiencer,Marge was surprised by Homer,Homer surprised Marge,-21.816516876220703,-24.265743255615234,2.4492263793945312
swallow,V117,1b,(a) Agent-Patient,The gum was swallowed by Homer,Homer swallowed the gum,-23.230297088623047,-33.84435272216797,10.614055633544922
sweep,V023,1a,(a) Agent-Patient,The floor was swept by Homer,Homer swept the floor,-21.04828453063965,-30.831640243530273,9.783355712890625
tail,V293,1a,(a) Agent-Patient,Marge was tailed by Homer,Homer tailed Marge,-22.931575775146484,-27.729528427124023,4.797952651977539
talk to,V264,1a,(a) Agent-Patient,Marge was talked to by Homer,Homer talked to Marge,-23.012340545654297,-28.774778366088867,5.76243782043457
tap,V195,1a,(a) Agent-Patient,Marge was tapped by Homer,Homer tapped Marge,-22.208484649658203,-24.75208854675293,2.5436038970947266
taste,V397,1b,(c) Experiencer-Theme,The soup was tasted by Homer,Homer tasted the soup,-22.410390853881836,-32.88167953491211,10.471288681030273
teach,V227,1a,(a) Agent-Patient,Marge was taught by Homer,Homer taught Marge,-21.756187438964844,-24.55126190185547,2.795074462890625
tease,V339,1b,(b) Theme-Experiencer,Marge was teased by Homer,Homer teased Marge,-22.109458923339844,-26.322649002075195,4.213190078735352
terrify,V340,1a,(b) Theme-Experiencer,Marge was terrified by Homer,Homer terrified Marge,-22.044937133789062,-25.575124740600586,3.5301876068115234
terrorize,V341,1b,(b) Theme-Experiencer,Marge was terrorized by Homer,Homer terrorized Marge,-22.79212760925293,-28.906147003173828,6.114019393920898
thank,V239,1b,(a) Agent-Patient,Marge was thanked by Homer,Homer thanked Marge,-22.164337158203125,-28.278352737426758,6.114015579223633
threaten,V342,1b,(b) Theme-Experiencer,Marge was threatened by Homer,Homer threatened Marge,-21.700618743896484,-25.27813720703125,3.5775184631347656
throw,V190,1b,(a) Agent-Patient,Marge was thrown by Homer,Homer threw Marge,-21.717533111572266,-25.519920349121094,3.802387237548828
thump,V196,1a,(a) Agent-Patient,Marge was thumped by Homer,Homer thumped Marge,-23.073095321655273,-29.187114715576172,6.114019393920898
tickle,V208,1a,(a) Agent-Patient,Marge was tickled by Homer,Homer tickled Marge,-22.79212760925293,-25.642581939697266,2.850454330444336
tie,V054,1b,(a) Agent-Patient,The shoelace was tied by Homer,Homer tied the shoelace,-23.520681381225586,-31.383243560791016,7.86256217956543
toast,V142,1a,(a) Agent-Patient,The bread was toasted by Homer,Homer toasted the bread,-21.771678924560547,-33.170108795166016,11.398429870605469
tell off,V246,1a,(a) Agent-Patient,Marge was told off by Homer,Homer told off Marge,-24.56331443786621,-29.158605575561523,4.5952911376953125
tell,V092,1b,(a) Agent-Patient,The story was told by Homer,Homer told the story,-17.50312614440918,-27.346500396728516,9.843374252319336
tolerate,V379,1b,(c) Experiencer-Theme,Marge was tolerated by Homer,Homer tolerated Marge,-22.29767417907715,-27.07553482055664,4.777860641479492
take,V025,1a,(a) Agent-Patient,The money was taken by Homer,Homer took the money,-18.33660888671875,-27.059947967529297,8.723339080810547
tear,V133,1b,(a) Agent-Patient,The magazine was torn by Homer,Homer tore the magazine,-21.581357955932617,-29.115434646606445,7.534076690673828
touch,V209,1b,(a) Agent-Patient,Marge was touched by Homer,Homer touched Marge,-21.832263946533203,-24.893888473510742,3.061624526977539
track,V294,1b,(a) Agent-Patient,Marge was tracked by Homer,Homer tracked Marge,-21.890560150146484,-24.813716888427734,2.92315673828125
trail,V295,1a,(a) Agent-Patient,Marge was trailed by Homer,Homer trailed Marge,-22.441957473754883,-27.58939552307129,5.147438049316406
trap,V170,1a,(a) Agent-Patient,Marge was trapped by Homer,Homer trapped Marge,-21.862497329711914,-25.035634994506836,3.173137664794922
trip,V301,1b,(a) Agent-Patient,Marge was tripped by Homer,Homer tripped Marge,-22.780986785888672,-28.895004272460938,6.114017486572266
trust,V380,1b,(c) Experiencer-Theme,Marge was trusted by Homer,Homer trusted Marge,-21.81925392150879,-27.568843841552734,5.749589920043945
twist,V012,1b,(a) Agent-Patient,The handle was twisted by Homer,Homer twisted the handle,-22.489276885986328,-31.83176040649414,9.342483520507812
type,V065,1b,(a) Agent-Patient,The list was typed by Homer,Homer typed the list,-21.646602630615234,-31.767648696899414,10.12104606628418
unbolt,V057,1b,(a) Agent-Patient,The gate was unbolted by Homer,Homer unbolted the gate,-23.762969970703125,-34.221248626708984,10.45827865600586
understand,V381,1b,(c) Experiencer-Theme,Marge was understood by Homer,Homer understood Marge,-21.780323028564453,-26.147245407104492,4.366922378540039
undergo,V402,1a,(d) Other Passivizable,The surgery was undergone by Homer,Homer underwent the surgery,-21.52472496032715,-32.87189483642578,11.347169876098633
unlock,V058,1a,(a) Agent-Patient,The door was unlocked by Homer,Homer unlocked the door,-17.84899139404297,-31.28704261779785,13.438051223754883
untie,V211,1a,(a) Agent-Patient,Marge was untied by Homer,Homer untied Marge,-23.073095321655273,-29.187114715576172,6.114019393920898
unzip,V059,1b,(a) Agent-Patient,The case was unzipped by Homer,Homer unzipped the case,-21.54126739501953,-31.94439697265625,10.403129577636719
upset,V343,1a,(b) Theme-Experiencer,Marge was upset by Homer,Homer upset Marge,-21.73210906982422,-25.271902084350586,3.539793014526367
varnish,V061,1b,(a) Agent-Patient,The chair was varnished by Homer,Homer varnished the chair,-23.851791381835938,-34.054622650146484,10.202831268310547
visit,V261,1a,(a) Agent-Patient,Marge was visited by Homer,Homer visited Marge,-21.504192352294922,-23.948299407958984,2.4441070556640625
want,V399,1b,(c) Experiencer-Theme,The cake was wanted by Homer,Homer wanted the cake,-20.711536407470703,-30.733112335205078,10.021575927734375
warn,V270,1b,(a) Agent-Patient,Marge was warned by Homer,Homer warned Marge,-21.560144424438477,-26.989852905273438,5.429708480834961
abandon,V286,1a,(a) Agent-Patient,Homer was abandonned by Marge,Marge abandonned Homer,-23.282997131347656,-29.397014617919922,6.114017486572266
accompany,V296,1a,(a) Agent-Patient,Homer was accompanied by Marge,Marge accompanied Homer,-22.082626342773438,-23.323999404907227,1.241373062133789
admire,V346,1a,(c) Experiencer-Theme,Homer was admired by Marge,Marge admired Homer,-22.14226722717285,-26.883821487426758,4.741554260253906
adore,V347,1b,(c) Experiencer-Theme,Homer was adored by Marge,Marge adored Homer,-22.441957473754883,-28.55597496032715,6.114017486572266
advise,V268,1a,(a) Agent-Patient,Homer was advised by Marge,Marge advised Homer,-21.813615798950195,-25.26445960998535,3.4508438110351562
aggravate,V302,1b,(b) Theme-Experiencer,Homer was aggravated by Marge,Marge aggravated Homer,-22.250244140625,-25.686330795288086,3.436086654663086
agree with,V247,1b,(a) Agent-Patient,Homer was agreed with by Marge,Marge agreed with Homer,-22.60165786743164,-27.664913177490234,5.063255310058594
amaze,V303,1a,(b) Theme-Experiencer,Homer was amazed by Marge,Marge amazed Homer,-22.417770385742188,-25.588464736938477,3.170694351196289
amuse,V304,1b,(b) Theme-Experiencer,Homer was amused by Marge,Marge amused Homer,-22.3113956451416,-25.462186813354492,3.1507911682128906
anger,V305,1a,(b) Theme-Experiencer,Homer was angered by Marge,Marge angered Homer,-22.28057861328125,-24.372371673583984,2.0917930603027344
annoy,V306,1b,(b) Theme-Experiencer,Homer was annoyed by Marge,Marge annoyed Homer,-22.145151138305664,-25.10002899169922,2.9548778533935547
appluad,V220,1b,(a) Agent-Patient,Homer was appluaded by Marge,Marge appluaded Homer,-23.282997131347656,-29.397014617919922,6.114017486572266
appreciate,V370,1a,(c) Experiencer-Theme,Homer was appreciated by Marge,Marge appreciated Homer,-22.046850204467773,-26.923006057739258,4.876155853271484
argue with,V248,1a,(a) Agent-Patient,Homer was argued with by Marge,Marge argued with Homer,-23.7775936126709,-29.968181610107422,6.190587997436523
assassinate,V228,1b,(a) Agent-Patient,Homer was assassinated by Marge,Marge assassinated Homer,-22.39039421081543,-24.46417236328125,2.0737781524658203
astonish,V307,1a,(b) Theme-Experiencer,Homer was astonished by Marge,Marge astonished Homer,-22.44539451599121,-25.546493530273438,3.1010990142822266
avoid,V223,1a,(a) Agent-Patient,Homer was avoided by Marge,Marge avoided Homer,-21.768150329589844,-25.584260940551758,3.816110610961914
banish,V229,1b,(a) Agent-Patient,Homer was banished by Marge,Marge banished Homer,-22.40180015563965,-27.68887710571289,5.287076950073242
believe,V371,1a,(c) Experiencer-Theme,Homer was believed by Marge,Marge believed Homer,-21.565998077392578,-25.20634651184082,3.640348434448242
bite,V198,1a,(a) Agent-Patient,Homer was bitten by Marge,Marge bit Homer,-21.469074249267578,-24.83655548095703,3.367481231689453
bother,V308,1a,(b) Theme-Experiencer,Homer was bothered by Marge,Marge bothered Homer,-22.19200325012207,-25.273029327392578,3.081026077270508
call,V262,1a,(a) Agent-Patient,Homer was called by Marge,Marge called Homer,-20.706388473510742,-24.35977554321289,3.6533870697021484
calm,V309,1b,(b) Theme-Experiencer,Homer was calmed by Marge,Marge calmed Homer,-22.655147552490234,-28.769166946411133,6.114019393920898
capture,V154,1b,(a) Agent-Patient,Homer was captured by Marge,Marge captured Homer,-21.516626358032227,-23.673583984375,2.1569576263427734
carry,V179,1b,(a) Agent-Patient,Homer was carried by Marge,Marge carried Homer,-21.626867294311523,-24.53874397277832,2.911876678466797
catch,V184,1b,(a) Agent-Patient,Homer was caught by Marge,Marge caught Homer,-21.543254852294922,-24.2573299407959,2.7140750885009766
chase,V289,1b,(a) Agent-Patient,Homer was chased by Marge,Marge chased Homer,-22.214929580688477,-27.733478546142578,5.518548965454102
chat to,V265,1a,(a) Agent-Patient,Homer was chatted to by Marge,Marge chatted to Homer,-24.86289405822754,-31.034391403198242,6.171497344970703
cheer up,V310,1a,(b) Theme-Experiencer,Homer was cheered up by Marge,Marge cheered up Homer,-25.971921920776367,-31.074626922607422,5.102705001831055
choose,V185,1a,(a) Agent-Patient,Homer was chosen by Marge,Marge chose Homer,-21.644107818603516,-24.786252975463867,3.1421451568603516
claw,V199,1b,(a) Agent-Patient,Homer was clawed by Marge,Marge clawed Homer,-23.27116584777832,-29.38518524169922,6.114019393920898
clean,V173,1b,(a) Agent-Patient,Homer was cleaned by Marge,Marge cleaned Homer,-22.238990783691406,-27.256420135498047,5.017429351806641
comfort,V311,1a,(b) Theme-Experiencer,Homer was comforted by Marge,Marge comforted Homer,-22.468046188354492,-25.378908157348633,2.9108619689941406
compliment,V233,1a,(a) Agent-Patient,Homer was complimented by Marge,Marge complimented Homer,-22.455495834350586,-26.726219177246094,4.270723342895508
congratulate,V234,1b,(a) Agent-Patient,Homer was congratulated by Marge,Marge congratulated Homer,-22.426654815673828,-27.54466438293457,5.118009567260742
converse with,V266,1b,(a) Agent-Patient,Homer was conversed with by Marge,Marge conversed with Homer,-26.221399307250977,-32.39199447631836,6.170595169067383
cooperate with,V249,1b,(a) Agent-Patient,Homer was cooperated with by Marge,Marge cooperated with Homer,-23.66724967956543,-29.837844848632812,6.170595169067383
copy,V212,1a,(a) Agent-Patient,Homer was copied by Marge,Marge copied Homer,-22.098373413085938,-25.039457321166992,2.9410839080810547
court,V253,1b,(a) Agent-Patient,Homer was courted by Marge,Marge courted Homer,-22.426654815673828,-26.725860595703125,4.299205780029297
cover,V168,1b,(a) Agent-Patient,Homer was covered by Marge,Marge covered Homer,-21.586313247680664,-24.103145599365234,2.5168323516845703
criticize,V241,1a,(a) Agent-Patient,Homer was criticized by Marge,Marge criticized Homer,-21.740026473999023,-24.458051681518555,2.7180252075195312
crush,V157,1b,(a) Agent-Patient,Homer was crushed by Marge,Marge crushed Homer,-21.998746871948242,-24.33719253540039,2.3384456634521484
cuddle,V254,1a,(a) Agent-Patient,Homer was cuddled by Marge,Marge cuddled Homer,-23.282997131347656,-29.397014617919922,6.114017486572266
